Date,bdl_Open,bdl_High,bdl_Low,bdl_Close,bdl_Adj Close,bdl_Volume,hal_Open,hal_High,hal_Low,hal_Close,hal_Adj Close,hal_Volume,zentec_Open,zentec_High,zentec_Low,zentec_Close,zentec_Adj Close,zentec_Volume,,,
28-09-2020,301.75,325.950012,296.350006,323.799988,311.541351,2671872,775.099976,821.950012,765,799.349976,743.552429,2799606,77.099998,85.5,77.099998,81,80.865295,1479774,,,
05-10-2020,325,333.399994,302,304.399994,292.875824,1755121,805,828.700012,781,785.650024,730.808716,2035644,83.5,84.800003,80.050003,83.5,83.36113,1663929,,,
12-10-2020,304.600006,307.5,288.450012,295.200012,284.024139,1352551,788.799988,792.950012,740,743.400024,691.507874,1691990,84.5,89.25,76.449997,80.349998,80.216377,1701532,,,
19-10-2020,297,306.899994,290.649994,303.450012,291.961792,1101828,748.900024,751,693,717.950012,667.834473,2873347,81.449997,83.199997,78.099998,78.75,78.619034,1072500,,,
26-10-2020,305.799988,305.799988,288,289.399994,278.443726,534446,723,723.049988,684.400024,687.099976,639.137939,1568344,79,79.550003,71.75,73.949997,73.827011,699705,,,
02-11-2020,293,303.450012,285.5,301.850006,290.422333,1080216,691,719,658,702.349976,653.323364,2412933,71.900002,78,69,74,73.87693,1114834,,,
09-11-2020,308.799988,319,297,309.399994,297.686554,1710236,708,786.400024,698.400024,776.25,722.06488,3128225,74.150002,79.900002,71.099998,76.400002,76.272942,1392480,,,
16-11-2020,306.450012,315,304,307.549988,295.906525,775252,760.849976,790,760.849976,772.200012,718.297668,1453207,75.150002,77.650002,74,74.199997,74.076599,406579,,,
23-11-2020,315,331.649994,306.75,327.700012,315.293732,3045242,775,825.799988,733,818.5,761.365662,3330717,74.150002,82.400002,73.349998,79.349998,79.218033,2666239,,,
30-11-2020,327.700012,332,320.200012,322.600006,310.38681,891118,818.5,859.349976,818,842.650024,783.829956,1857368,79.349998,81.199997,77.849998,78.550003,78.419373,797836,,,
07-12-2020,328.850006,356,328.25,339.799988,326.935608,3665969,846.900024,894.5,843,856.799988,796.99231,2817722,78.449997,96,78,87.550003,87.404404,5698799,,,
14-12-2020,339.950012,347.5,335.299988,341.899994,328.956116,1049231,862,885,856.099976,863.799988,803.503601,1523776,88.400002,92.75,85.300003,87.349998,87.204735,1697621,,,
21-12-2020,341.799988,341.799988,297.100006,329.049988,316.592621,869953,860.099976,871.700012,761,822.25,778.116577,1421048,85.199997,93.800003,73.5,89.199997,89.051651,3425503,,,
28-12-2020,330.100006,348.950012,326,348.100006,334.921417,2262728,825,863,818,856.799988,810.812134,1431638,91.300003,94,86,89.599998,89.450989,2312473,,,
04-01-2021,352.899994,360.600006,337.149994,345.5,332.41983,3091610,861.950012,963.950012,856.799988,912.5,863.522522,4744097,89.650002,103.900002,88.5,98.75,98.58577,12171683,,,
11-01-2021,347.200012,365.899994,335,345.299988,332.227386,4237874,936,1048,897,967.099976,915.191833,10876712,101.400002,102.949997,93.5,94.599998,94.442673,2304984,,,
18-01-2021,345.299988,346.450012,331,335.200012,322.509796,1342645,970,989.450012,941.25,948,897.117065,2271909,95,95,87.300003,89.050003,88.901901,1028813,,,
25-01-2021,341,342.299988,323.950012,331,318.468781,637561,964,968.450012,901.700012,925.299988,875.635437,1159921,89.949997,91.300003,84.650002,88.849998,88.70224,923069,,,
01-02-2021,332.799988,339.850006,330.5,337.600006,324.818939,1054718,940,1019,906,1013.349976,958.959351,4333787,87.800003,92.900002,85.150002,89.400002,89.251328,1132995,,,
08-02-2021,339.399994,380,337.899994,353.5,340.116943,7284844,1021,1064.800049,990.200012,1026.5,971.403625,4698650,90.900002,90.900002,84.599998,85.050003,84.908562,680757,,,
15-02-2021,356.100006,362.5,337.25,339.5,326.646942,1424871,1042.300049,1083,1005.950012,1061.349976,1004.383057,3381637,85.25,87.800003,81.800003,85.300003,85.15815,766014,,,
22-02-2021,339.950012,360,337,350.299988,337.038086,2472257,1066,1115,1011,1087.050049,1028.703735,3530942,85.800003,87.949997,83,84.550003,84.409393,1100097,,,
01-03-2021,354.799988,391.049988,353.549988,361.649994,347.958405,4476711,1103.650024,1123.849976,1047.849976,1054.050049,997.474915,1868416,85.400002,90,83.800003,84.650002,84.509224,1317655,,,
08-03-2021,364.700012,370.950012,356.049988,362.5,348.776215,1072265,1070.050049,1088.949951,1054,1061.25,1018.207275,1007353,84.75,92.800003,83.599998,88.550003,88.40274,2218328,,,
15-03-2021,364.299988,368.100006,330.100006,345.649994,332.564117,1747300,1061.199951,1080,982.5,1032.050049,990.19165,3567726,89.400002,93.150002,71.550003,85,84.858643,2692889,,,
22-03-2021,363,367,331,341.600006,335.061432,2385057,1032.050049,1055.949951,973,986.950012,946.920776,1122389,85,86.099998,77.099998,77.949997,77.820366,787939,,,
29-03-2021,341.600006,345,332,337.950012,331.481293,386024,986.950012,1052,985.25,1035.650024,993.64563,1262358,77.949997,80.599998,77,79.650002,79.517532,313890,,,
05-04-2021,337.5,346.950012,332.100006,344.149994,337.562592,507906,1040,1041,992.200012,1000.450012,959.873291,961527,79.800003,83.550003,77.449997,80.949997,80.815376,679217,,,
12-04-2021,338,340,325.5,335.950012,329.519592,546062,993,993,946.299988,964.5,925.381409,558405,79.800003,80,75,76.800003,76.672279,351224,,,
19-04-2021,325.100006,331.899994,321.100006,324.5,318.288727,383682,948,964.150024,929,956.849976,918.041565,509329,75.300003,76.300003,66.800003,74.449997,74.326187,294835,,,
26-04-2021,327.75,351.899994,324.549988,336.850006,330.402344,1024220,956.849976,974.900024,941.150024,957.25,918.425354,717776,75.599998,80.5,74.150002,74.449997,74.326187,894199,,,
03-05-2021,336.75,339.899994,326,335.100006,328.685822,505890,955.700012,979.799988,942,960.450012,921.495605,787072,73.25,75.5,72,73.25,73.128181,642799,,,
10-05-2021,338,363.700012,334.600006,344.049988,337.464508,1696615,957.5,1034.25,957.5,983.25,943.37085,1350124,73,74.449997,72.300003,72.650002,72.529175,509107,,,
17-05-2021,344.799988,365,341.399994,359.549988,352.667816,1047775,986.349976,1033.400024,986.349976,1025.400024,983.81134,972764,73,75.5,71.800003,74.400002,74.276268,913680,,,
24-05-2021,362.200012,376,356.049988,357.399994,350.55896,1771661,1026,1046,1012,1029.699951,987.93689,772668,74.599998,75.5,71.699997,73.099998,72.978432,1050841,,,
31-05-2021,355.5,377.600006,355,365.200012,358.209686,1090398,1030,1087.900024,1010.099976,1062.449951,1019.358521,1528653,73.5,73.800003,70.150002,71.099998,70.98175,936457,,,
07-06-2021,374.200012,374.700012,360.299988,360.850006,353.942932,1235153,1068.900024,1089,1037,1046.599976,1004.151367,1014178,71.5,95.599998,70.900002,89.849998,89.700569,14653850,,,
14-06-2021,363,370.5,350.100006,356.700012,349.872406,1051541,1053,1058.650024,995.400024,1016.450012,975.224304,657797,90.25,90.25,78.550003,81.800003,81.663971,2940926,,,
21-06-2021,356.700012,362.799988,345.25,354.299988,347.518311,2222528,1007.200012,1047,991.200012,1037,994.940735,1171965,78.25,86.449997,78.25,83,82.861969,3975606,,,
28-06-2021,357.100006,374,354.25,370.25,363.163025,1756430,1041,1073.550049,1010,1067.550049,1024.251709,1804909,84.099998,101.699997,84.099998,99.400002,99.234695,13866856,,,
05-07-2021,373.25,399,366.350006,381.700012,374.39386,5870620,1076.099976,1157,1055.150024,1118.550049,1073.18335,5609198,100.5,106.900002,93.300003,94.25,94.093254,9028444,,,
12-07-2021,387.25,387.25,373.25,374.25,367.086456,1206285,1124.900024,1134.5,1072,1074.75,1031.159668,1614454,95.050003,99.5,92.050003,95.75,95.590759,4854472,,,
19-07-2021,373,408.649994,368.299988,394.75,387.194092,3131933,1074.800049,1153,1053.949951,1103.050049,1058.312012,2497090,96.300003,104.800003,93.75,96.949997,96.788757,7608151,,,
26-07-2021,390.5,426.600006,390,420.049988,412.009796,2661113,1105.5,1127.300049,1083.050049,1116.349976,1071.07251,1392920,95.150002,98.300003,92.050003,94.349998,94.193085,2560136,,,
02-08-2021,420.799988,429.200012,395.049988,398.299988,390.676117,1583810,1120.050049,1123.75,1070.150024,1079.75,1035.956787,790204,94.599998,95.400002,88.099998,90.699997,90.549156,1762247,,,
09-08-2021,400.399994,403.200012,367,384.950012,377.581665,1326038,1090.300049,1149,1071,1088.949951,1044.783691,2809728,90.599998,91.5,81.099998,85.650002,85.507561,1384971,,,
16-08-2021,379.950012,392.350006,367.600006,375.25,368.067352,1173296,1071,1175,1059.099976,1126.5,1080.810913,3018991,85.949997,86.900002,78.099998,79.199997,79.068283,556350,,,
23-08-2021,376,404.299988,368,382.049988,374.737122,2774892,1140,1399,1101.599976,1381.400024,1325.372437,11221548,81.949997,107.75,80.5,100.449997,100.402893,12288780,,,
30-08-2021,384.899994,401.450012,383.950012,395.299988,387.733551,1045144,1391,1457,1339.550049,1394.550049,1337.989136,9687210,102.5,153.800003,94.349998,153.800003,153.72789,35166782,,,
06-09-2021,396.5,403,389.799988,395.350006,387.782593,475348,1410,1423.900024,1316,1374.300049,1318.560547,3555621,162,205.100006,160.600006,205.100006,205.00383,15563982,,,
13-09-2021,395,412.899994,385.299988,401.5,393.81488,1928276,1374.050049,1486.949951,1361.050049,1430.599976,1372.576904,8689377,213.5,237.399994,193.899994,193.899994,193.809067,10264104,,,
20-09-2021,398,401,378,384.700012,377.945435,846685,1423.949951,1449,1326.650024,1341.400024,1286.994873,4898885,184.25,204.899994,175.050003,204.899994,204.803909,11095433,,,
27-09-2021,387.350006,392.450012,376,377.700012,371.068329,908215,1350.800049,1378.949951,1326.650024,1338,1283.732666,3735514,215.100006,225.850006,197,215.449997,215.348969,7199218,,,
04-10-2021,378,387.899994,368.149994,371.75,365.222778,1483728,1340.050049,1411,1336,1351.650024,1296.829102,3438512,226.199997,226.199997,203.5,204.100006,204.004303,5160863,,,
11-10-2021,371.799988,393,371.799988,390.950012,384.085693,1469469,1363,1466.5,1351.199951,1443.75,1385.193604,4514227,205.100006,226.550003,202.5,226.550003,226.443771,5721225,,,
18-10-2021,395,455,393.149994,430.549988,422.990356,6333768,1475,1566,1295.050049,1327.150024,1273.322754,8169510,234.899994,249.699997,212.300003,215.399994,215.298996,8120117,,,
25-10-2021,430.700012,435,400.149994,405.450012,398.331085,1118345,1325,1352.550049,1233.900024,1306.599976,1253.606323,3669295,220,223,204.050003,209.850006,209.751602,3231592,,,
01-11-2021,405.450012,440,401.799988,428.149994,420.632538,800227,1319.650024,1361,1304.199951,1340.099976,1285.747559,2754605,206,220,205,209.899994,209.801575,1067074,,,
08-11-2021,430,451,419.25,425.049988,417.586945,2010332,1350.949951,1422.5,1341.25,1417.150024,1359.672607,5400870,210.5,227.699997,208,215.449997,215.348969,2462273,,,
15-11-2021,425,441,410,412,404.766083,934916,1425,1456,1366.349976,1383.599976,1327.483154,2928183,217.600006,222.949997,207,212.149994,212.050522,2268987,,,
22-11-2021,413.899994,416.850006,383,387.450012,380.647156,667606,1397,1419.699951,1275,1285.900024,1233.74585,3304398,214,222,202,211.149994,211.05098,2668654,,,
29-11-2021,385.649994,439,370,414.850006,407.566071,2706495,1285,1328,1235.150024,1296.5,1256.831543,2406225,207,215,200.600006,207,206.902939,1657173,,,
06-12-2021,415.850006,418.350006,400.350006,403,395.924133,531612,1298.650024,1321.599976,1271.400024,1305.099976,1265.168335,2795792,208.699997,222.75,204.25,222.75,222.645554,1687380,,,
13-12-2021,403.25,408.75,390.549988,395.100006,388.162811,715356,1315.900024,1325.949951,1239.25,1247.699951,1209.524658,2880961,233.850006,257.75,211.100006,214.5,214.399414,10315226,,,
20-12-2021,392.100006,396.850006,378.350006,381.549988,374.850708,539920,1235.199951,1260,1181.199951,1230.25,1192.608643,1791055,207,223,204,215,214.899185,2006042,,,
27-12-2021,381.549988,404.450012,377.200012,389.549988,382.710266,572686,1230.25,1244.699951,1206.699951,1210.650024,1173.608276,1435479,213.600006,224,210.649994,216,215.898712,998883,,,
03-01-2022,388,405.399994,385.649994,397.25,390.275055,571599,1214,1278.849976,1212.050049,1256.599976,1218.152344,3598601,217.800003,228.699997,215,228.699997,228.592758,1890815,,,
10-01-2022,401.75,444.850006,398.200012,437.75,430.063965,1580818,1256.650024,1372,1256.650024,1365.650024,1323.865845,4999793,230.5,235.899994,212.25,221.550003,221.446121,3027324,,,
17-01-2022,444,473.399994,420.149994,459.100006,451.039124,3907357,1373.949951,1456.849976,1358.699951,1418.150024,1374.759521,4470982,223.399994,223.399994,212.550003,214.949997,214.849197,943249,,,
24-01-2022,455,499,437,486.649994,478.105377,4341666,1429.900024,1471,1331.849976,1417.099976,1373.741577,3796803,215.050003,216,195.300003,208.199997,208.102371,946119,,,
31-01-2022,496.25,536.299988,333.2607269,494.049988,485.375458,6056790,1448,1474.800049,1394.599976,1400.199951,1357.358643,3274531,200,228,198.699997,211.399994,211.300873,3874801,,,
07-02-2022,496,501.950012,450.100006,452.149994,444.211121,1320145,1400.199951,1438,1365.199951,1379.949951,1337.728271,2672791,212.699997,224.800003,203,217.699997,217.597916,1638434,,,
14-02-2022,442,484,436,472.700012,464.40033,4339065,1355,1392,1316,1345.949951,1304.768555,2351466,215,215,204.300003,205.75,205.653519,1050146,,,
21-02-2022,468,472,406.5,431.850006,424.267578,1637866,1330,1338,1240,1314.599976,1299.162598,3029494,205,205.699997,185.5,196.300003,196.207962,1305949,,,
28-02-2022,421,479,410.200012,456.700012,456.174652,2394380,1314,1429.949951,1285.150024,1372.099976,1355.987427,2983571,191,207,189.300003,197.149994,197.057541,751113,,,
07-03-2022,449.799988,495,438.649994,492.549988,491.983398,3167641,1354.800049,1406,1304.550049,1385.099976,1368.834839,2848560,197,208.949997,190,207.800003,207.70256,1465616,,,
14-03-2022,499.899994,612,333.2607269,599.5,598.810364,9286401,1400,1494,1358.75,1445.800049,1428.822144,4497528,211.449997,211.449997,195.649994,198.550003,198.456894,825121,,,
21-03-2022,600.950012,606.599976,333.2607269,558.049988,557.408081,3755431,1458,1470,1382,1394.800049,1378.421021,3329189,202,205.399994,194.050003,204.050003,203.954315,1509517,,,
28-03-2022,560,578,333.2607269,568.599976,567.945923,3017064,1398,1539.849976,1381,1524.300049,1506.400269,5554997,207.5,208.300003,197.100006,201.649994,201.555435,1352215,,,
04-04-2022,575.200012,739.450012,333.2607269,716.150024,715.326233,20494833,1533,1632,1527.050049,1620.199951,1601.174072,7261132,203.100006,219.25,201.600006,211.399994,211.300873,2483989,,,
11-04-2022,719,783.650024,357.8803093,736.700012,735.8526,11410119,1638.650024,1721.400024,957.0620418,1677.650024,1657.949463,5012690,212.399994,212.399994,200.5,205.199997,205.103775,637745,,,
18-04-2022,730,904.900024,357.8803093,799.200012,798.280701,26528367,1669.900024,1758,957.0620418,1678.550049,1658.838867,5150509,202.550003,209.449997,199.449997,204.300003,204.204208,1091908,,,
25-04-2022,790,803.700012,357.8803093,748.200012,747.339355,6602372,1665,1678.800049,957.0620418,1595.099976,1576.368774,3424120,201.25,203.600006,193.5,194.100006,194.008987,632969,,,
02-05-2022,742,742.299988,357.8803093,691.650024,690.854431,5669698,1578,1623.849976,1560.099976,1582.849976,1564.262695,2537879,194.5,198,183,186.699997,186.612457,827502,,,
09-05-2022,688,703.299988,357.8803093,665.150024,664.384888,6750045,1555,1589.949951,1468,1509.900024,1492.169312,3651079,186.699997,189.800003,144.649994,150.850006,150.779266,2392025,,,
16-05-2022,677.5,777,357.8803093,761.099976,760.224487,8416168,1531,1787,1521.849976,1757.199951,1736.565186,5496222,154,174.5,152.300003,170.649994,170.569977,991970,,,
23-05-2022,766.900024,812.799988,357.8803093,742.099976,741.246338,8072450,1773,1850,957.0620418,1794.150024,1773.081421,5864061,172.149994,179.149994,150.100006,167.850006,167.771301,992321,,,
30-05-2022,748.900024,844.700012,357.8803093,795.700012,794.784729,13712580,1818,1928.699951,957.0620418,1897.699951,1875.415283,5289900,176.199997,214.100006,176.199997,197.550003,197.457367,2335948,,,
06-06-2022,794.900024,832,357.8803093,823.25,822.302979,6420374,1900,1941.550049,957.0620418,1892.949951,1870.721191,4717169,197.550003,200,187.649994,188.949997,188.861389,763269,,,
13-06-2022,795,853.349976,357.8803093,809.5,808.568848,9614472,1859.949951,1972.550049,957.0620418,1898.699951,1876.403564,6731214,181.100006,188,167.050003,171.5,171.419586,537757,,,
20-06-2022,813.900024,826.849976,357.8803093,728.049988,727.212524,9748094,1900,1941,957.0620418,1796.300049,1775.206177,6294827,171.600006,178.899994,162.949997,175.199997,175.117844,571145,,,
27-06-2022,737,741.5,357.8803093,667.200012,666.432495,3015767,1820.949951,1824.75,957.0620418,1736.199951,1715.81189,2056817,177.949997,178.449997,170.300003,171.75,171.669464,232502,,,
04-07-2022,661,724.650024,357.8803093,714.900024,714.077698,4311286,1744,1805,957.0620418,1740.550049,1720.11084,3612222,173,178.600006,172,174.5,174.418182,266331,,,
11-07-2022,709.900024,720.700012,357.8803093,692.400024,691.603577,2159473,1744,1768.550049,957.0620418,1726.099976,1705.830566,3219246,175,176.800003,167.25,168.350006,168.271072,266055,,,
18-07-2022,702.450012,738.799988,357.8803093,721.450012,720.620117,3482454,1748.400024,1899.949951,957.0620418,1868.949951,1847.00293,5663459,173,173,167.300003,170.899994,170.819855,524306,,,
25-07-2022,719,819.400024,357.8803093,811.75,810.816223,7114234,1869.900024,2066.600098,957.0620418,2025,2001.220581,6077576,171,179,169.100006,175.399994,175.317749,743449,,,
01-08-2022,813,862.400024,404.3887347,825.299988,824.350647,6303199,2030,2074.949951,957.0620418,1997.300049,1973.845947,3903972,184.149994,196.550003,184.149994,186.699997,186.612457,3211986,,,
08-08-2022,820.200012,897.900024,404.3887347,821.650024,820.704895,10880493,2007,2298,957.0620418,2270.199951,2243.541016,9790679,187.050003,193.149994,182.600006,183.850006,183.763794,687249,,,
15-08-2022,821.650024,867,404.3887347,834.200012,833.240417,3612899,2270.199951,1173.802371,1087.527867,2242.25,2215.919434,4650898,183.850006,189.949997,180.050003,184.699997,184.613388,736845,,,
22-08-2022,830,836,357.8803093,826.400024,825.449402,4005356,2239.899902,2288.949951,1087.527867,2273.25,2256.300293,4957820,184.699997,208.800003,180.699997,199.149994,199.05661,3118792,,,
29-08-2022,790,854,357.8803093,834.950012,833.989563,5507809,2230,1173.802371,1087.527867,2369.5,2351.832764,5762666,190.75,214.300003,190.75,207.050003,206.952911,2851134,,,
05-09-2022,838.400024,844,404.3887347,811.099976,810.166931,2824153,2381.649902,1173.802371,1087.527867,2433.850098,2415.703125,5300458,208.449997,221.850006,206.199997,215.600006,215.498917,2766503,,,
12-09-2022,815.099976,976,404.3887347,920.950012,919.890625,21883893,2450,1173.802371,1087.527867,2483.399902,2464.883301,8914385,217.199997,226.149994,208,210,209.901535,2228505,,,
19-09-2022,941.049988,979.099976,404.3887347,911.25,911.25,11642064,2490,1173.802371,1087.527867,2438.800049,2420.615967,5356084,219.399994,219.399994,200,203,202.904816,1312174,,,
26-09-2022,911.25,911.25,404.3887347,874.75,874.75,5212005,2392.449951,1173.802371,1087.527867,2344.850098,2327.366699,5624606,197.699997,201.550003,189.75,194.25,194.25,938749,,,
03-10-2022,868,938.299988,404.3887347,917.599976,917.599976,4190070,2354.850098,1173.802371,1087.527867,2459.699951,2441.360107,4290709,195.399994,214.399994,190.649994,209.199997,209.199997,945780,,,
10-10-2022,908,927,404.3887347,857.849976,857.849976,3068458,2440,1173.802371,1087.527867,2337,2319.574951,3227276,211.800003,213.899994,194.050003,197.050003,197.050003,764301,,,
17-10-2022,857,961,404.3887347,956,956,9744511,2337,1173.802371,1087.527867,2402.550049,2384.63623,6097305,196.949997,217.850006,194.100006,201.25,201.25,2595890,,,
24-10-2022,964.700012,1026.949951,404.3887347,973.75,973.75,6187489,2424.550049,1173.802371,1087.527867,2524.649902,2505.825684,2770563,203.649994,213.550003,202,203.75,203.75,672302,,,
31-10-2022,978.650024,989,404.3887347,980.049988,980.049988,4938469,2526,1173.802371,1087.527867,2560.949951,2541.855225,3471147,204.5,206.649994,198.050003,200.25,200.25,716132,,,
07-11-2022,985,1005,404.3887347,973.950012,973.950012,3250670,2573.800049,1173.802371,1087.527867,2479.100098,2460.615723,4370996,201.449997,208.399994,198,200,200,945303,,,
14-11-2022,980.099976,998,404.3887347,927.549988,927.549988,6522768,2490.949951,1173.802371,1087.527867,2622.550049,2602.996094,9933024,203.5,204.699997,194.5,195.350006,195.350006,1040015,,,
21-11-2022,928,986.849976,404.3887347,957.950012,957.950012,5138033,2618.800049,1173.802371,1087.527867,2731.550049,2731.550049,6753247,195.800003,197.25,191.850006,193.199997,193.199997,510264,,,
28-11-2022,953,989.349976,404.3887347,966.299988,966.299988,3309042,2740.699951,1173.802371,1087.527867,2774.25,2774.25,3094169,193.800003,201.899994,192.050003,199.300003,199.300003,1202103,,,
05-12-2022,970,992,404.3887347,944.049988,944.049988,3292082,2792.25,1173.802371,1087.527867,2720.350098,2720.350098,3086225,203,204.399994,193.25,194,194,886943,,,
12-12-2022,948,956,404.3887347,918.200012,918.200012,2087430,2725,1173.802371,1087.527867,2586.449951,2586.449951,2922772,194,201,192.399994,195.550003,195.550003,920171,,,
19-12-2022,918.200012,934,404.3887347,820.049988,820.049988,3130150,2580.100098,1173.802371,1087.527867,2439.649902,2439.649902,3992224,196.850006,201.850006,175.149994,176.399994,176.399994,1367826,,,
26-12-2022,815,959.799988,404.3887347,944.099976,944.099976,4970998,2425,1173.802371,1087.527867,2531.25,2531.25,3865229,187.449997,193.300003,177.75,184.25,184.25,790399,,,
02-01-2023,942,963.849976,404.3887347,937.099976,937.099976,1936956,2540,1173.802371,1087.527867,2500.399902,2500.399902,2890918,189.949997,205,184.550003,194.5,194.5,2753439,,,
09-01-2023,941,957,404.3887347,924.799988,924.799988,2576779,2517,1173.802371,1087.527867,2462.75,2462.75,2591497,195.649994,199.199997,190.800003,191.899994,191.899994,554895,,,
16-01-2023,928.950012,946.450012,404.3887347,935.400024,935.400024,1339360,2450,1173.802371,1087.527867,2509.5,2509.5,3251315,192.75,198.899994,192,192.649994,192.649994,501399,,,
23-01-2023,939.700012,949.650024,404.3887347,925.549988,925.549988,1007011,2528,1173.802371,1087.527867,2465,2465,2524641,193.550003,199.449997,188.25,192.100006,192.100006,676414,,,
27-01-2023,925,949.650024,404.3887347,925.549988,925.549988,593843,2525.850098,1173.802371,1087.527867,2465,2465,801142,197.699997,199.449997,188.25,192.100006,192.100006,281976,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,#NAME?
